id,Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS
684111,Male,23.454558,1.86714,121.835883,1,1,2.749629,2.658837,Sometimes,0,2.0,0,1.280191,0.0,Sometimes,Public_Transportation
547428,Male,28.0,1.74,78.0,1,0,1.0,1.0,Sometimes,0,3.0,0,1.0,2.0,Sometimes,Automobile
184243,Male,21.682367,1.701413,97.813023,1,1,2.0,1.924168,Sometimes,0,2.0,0,1.0,0.0,0,Public_Transportation
191130,Female,19.0,1.7,75.0,1,1,2.0,3.0,Frequently,0,2.0,0,1.0,1.0,Sometimes,Automobile
813251,Male,20.914366,1.781139,105.966894,1,1,2.913486,3.0,Sometimes,0,2.041462,0,1.983265,0.648522,Sometimes,Public_Transportation
579522,Male,22.0,1.7,70.0,0,1,2.0,1.0,Sometimes,0,2.0,0,3.0,1.0,Sometimes,Public_Transportation
969399,Female,19.269079,1.607939,42.0,0,1,3.0,1.0,Frequently,0,1.0,0,0.0,1.0,Sometimes,Public_Transportation
728331,Male,20.0,1.64,65.0,1,0,3.0,3.0,Sometimes,0,2.0,0,0.0,0.0,Sometimes,Public_Transportation
734385,Female,26.0,1.583889,110.545378,1,1,3.0,3.0,Sometimes,0,2.708927,0,0.0,0.278962,Sometimes,Public_Transportation
412139,Female,25.748627,1.669039,104.988925,1,1,3.0,3.0,Sometimes,0,1.032834,0,0.162279,0.831412,Sometimes,Public_Transportation
949462,Female,21.980847,1.745602,133.618706,1,1,3.0,3.0,Sometimes,0,2.476002,0,1.026452,0.807457,Sometimes,Public_Transportation
290392,Female,38.748307,1.562434,76.202761,1,1,2.0,3.0,Sometimes,0,1.856315,0,0.0,0.0,Sometimes,Automobile
883692,Female,33.009285,1.685947,77.426465,1,1,2.906269,2.993623,Sometimes,0,1.0,0,0.94224,0.0,0,Automobile
111844,Male,31.56724,1.828391,91.798103,1,1,2.0,3.0,Sometimes,0,2.13755,0,0.288032,0.732881,Sometimes,Public_Transportation
206586,Male,23.0,1.639251,98.699971,1,1,2.0,2.965494,Sometimes,0,2.0,0,0.0,1.0,0,Public_Transportation
438582,Male,31.761799,1.779325,118.29188,1,1,3.0,3.0,Sometimes,0,2.030084,0,1.910577,1.152899,Sometimes,Automobile
499353,Male,18.0,1.7,70.0,1,1,2.0,3.0,Frequently,0,2.0,0,0.0,1.0,Sometimes,Walking
787175,Female,21.322097,1.729045,131.529267,1,1,3.0,3.0,Sometimes,0,1.419136,0,1.68291,0.939982,Sometimes,Public_Transportation
635744,Male,30.188303,1.836592,92.860254,1,1,2.0,3.0,Sometimes,0,1.622638,0,0.033745,0.105895,Sometimes,Public_Transportation
100224,Female,21.0,1.751029,53.65727,1,1,2.880161,3.0,Frequently,0,2.0,0,0.0,0.663649,0,Public_Transportation
317019,Female,21.413498,1.766888,133.952675,1,1,3.0,3.0,Sometimes,0,2.471721,0,1.386151,0.912457,Sometimes,Public_Transportation
309240,Male,22.329041,1.657132,94.790579,1,1,2.0,2.326233,Sometimes,0,2.654702,0,0.0,1.030848,Sometimes,Public_Transportation
514393,Male,18.0,1.79,55.0,1,1,2.0,3.0,Frequently,0,2.0,0,2.0,1.0,0,Public_Transportation
582882,Female,20.552695,1.724268,132.94066,1,1,3.0,3.0,Sometimes,0,1.853991,0,1.586525,0.885993,Sometimes,Public_Transportation
338015,Female,21.0,1.62,68.0,0,1,2.0,1.0,0,0,2.0,0,1.0,0.0,Sometimes,Public_Transportation
446328,Female,26.0,1.624576,111.946321,1,1,3.0,3.0,Sometimes,0,2.984323,0,0.0,0.096576,Sometimes,Public_Transportation
428857,Male,19.0,1.82,70.0,0,1,2.0,3.0,Sometimes,0,1.0,0,1.0,1.0,Sometimes,Public_Transportation
940297,Female,26.0,1.632193,111.946321,1,1,3.0,3.0,Sometimes,0,2.7305,0,0.0,0.133523,Sometimes,Public_Transportation
878878,Male,27.0,1.855353,87.002736,1,1,2.954417,1.2919,Sometimes,0,2.0,0,2.877473,1.0,Sometimes,Public_Transportation
753857,Male,22.0,1.66,70.0,0,1,2.0,4.0,Frequently,0,2.0,0,1.0,0.0,0,Public_Transportation
425431,Male,30.870724,1.699474,100.088468,1,1,2.938616,2.175153,Sometimes,0,1.0,0,0.949976,1.506576,0,Public_Transportation
835854,Female,21.379676,1.593847,44.050251,0,0,3.0,1.273128,Frequently,0,1.959777,0,0.0,0.0,0,Public_Transportation
333940,Male,34.576714,1.717037,83.350366,1,1,2.0,1.546665,Sometimes,0,2.0,0,1.0,0.0,Sometimes,Automobile
626680,Female,26.0,1.644078,111.933152,1,1,3.0,3.0,Sometimes,0,2.777379,0,0.0,0.243338,Sometimes,Public_Transportation
454454,Male,20.0,1.7,65.0,1,0,2.0,3.0,Sometimes,0,2.0,0,1.0,1.0,0,Public_Transportation
580488,Male,39.569004,1.793378,101.482054,1,1,2.903545,1.792695,Sometimes,0,2.691322,0,2.545707,0.0,Frequently,Automobile
216334,Female,25.994949,1.629491,104.839068,1,1,3.0,3.0,Sometimes,0,2.653563,0,0.045246,0.923005,Sometimes,Public_Transportation
392895,Female,39.29266,1.681855,79.437921,1,1,2.843709,3.0,Sometimes,0,1.444379,0,0.0,0.0,Sometimes,Automobile
886085,Female,18.94093,1.788459,133.662583,1,1,3.0,3.0,Sometimes,0,2.839069,0,1.68291,0.62535,Sometimes,Public_Transportation
422400,Female,38.492444,1.673491,62.871794,1,1,3.0,2.850948,Sometimes,0,2.0,0,0.684739,0.0,0,Automobile
806782,Male,23.454558,1.812919,120.344402,1,1,2.630137,3.0,Sometimes,0,2.357969,0,1.586525,0.630866,Sometimes,Public_Transportation
154454,Female,21.0,1.62,53.0,1,1,2.0,1.0,Sometimes,0,1.0,0,1.0,1.0,Sometimes,Public_Transportation
896835,Female,18.0,1.66,50.0,1,1,2.0,4.0,Frequently,0,1.0,0,1.0,1.0,Sometimes,Public_Transportation
194328,Female,38.584494,1.513202,76.129784,1,1,2.0,1.792695,Sometimes,0,1.630528,0,0.0,0.0,0,Automobile
526687,Male,27.0,1.84,88.0,1,1,3.0,3.0,Always,1,2.0,0,2.0,0.0,0,Public_Transportation
718989,Female,22.0,1.63,53.0,0,1,1.0,1.0,Frequently,0,2.0,0,2.0,2.0,Sometimes,Public_Transportation
802582,Male,24.0,1.75,116.0,1,1,1.0,3.0,Frequently,0,3.0,0,0.0,1.0,Sometimes,Public_Transportation
330503,Male,24.693108,1.848553,121.142535,1,1,2.9673,2.701689,Sometimes,0,2.364208,0,1.931173,0.0,Sometimes,Public_Transportation
531472,Female,17.377131,1.610086,65.0,0,1,2.0,3.0,Sometimes,0,1.0,0,2.05252,0.370067,Sometimes,Public_Transportation
633194,Male,22.815416,1.757958,94.256547,1,1,2.0,2.938902,Sometimes,0,2.64548,0,0.0,1.252677,Sometimes,Public_Transportation
816977,Male,41.0,1.8,99.0,1,1,2.0,1.0,Sometimes,0,3.0,0,1.0,0.0,Sometimes,Automobile
169693,Female,18.233541,1.751691,142.559161,1,1,3.0,3.0,Sometimes,0,2.357978,0,1.999897,0.835771,Sometimes,Public_Transportation
770871,Male,18.0,1.78,70.0,0,1,2.0,3.0,Sometimes,0,2.0,0,1.0,1.0,0,Public_Transportation
150759,Male,27.0,1.7,78.0,1,0,3.0,3.0,Sometimes,0,2.0,0,1.0,0.0,Frequently,Walking
284474,Male,23.32012,1.84995,121.253083,1,1,3.0,2.567567,Sometimes,0,2.041536,0,0.577063,0.0,Sometimes,Public_Transportation
557768,Male,33.199726,1.7,83.199034,1,1,3.0,2.962004,Sometimes,0,1.0,0,1.198322,0.0,0,Automobile
859895,Male,26.774115,1.812259,119.087557,1,1,2.57691,3.0,Sometimes,0,2.715856,0,0.766007,0.128681,Sometimes,Public_Transportation
732071,Female,23.0,1.59,45.0,0,0,3.0,3.0,Frequently,0,2.0,1,1.0,1.0,0,Public_Transportation
236116,Female,22.875223,1.624367,82.0,1,1,1.826885,1.0,Sometimes,0,2.0,0,0.0,0.459274,Sometimes,Public_Transportation
545936,Female,16.0,1.57,50.0,1,1,2.0,4.0,Frequently,0,1.0,0,2.0,1.0,0,Public_Transportation
717247,Male,21.098035,1.701584,80.0,1,1,2.0,3.0,Sometimes,0,2.0,0,0.922234,1.0,Sometimes,Public_Transportation
680905,Female,22.0,1.71,51.5,1,1,2.0,3.0,Sometimes,0,2.0,0,0.0,2.0,Sometimes,Public_Transportation
874380,Female,26.0,1.62456,111.942544,1,1,3.0,3.0,Sometimes,0,2.709428,0,0.0,0.228486,Sometimes,Public_Transportation
568714,Male,26.899886,1.76569,119.841446,1,1,2.913486,3.0,Sometimes,0,2.825629,0,0.64235,0.714701,Sometimes,Public_Transportation
212493,Male,18.0,1.72064,51.132809,1,1,3.0,3.0,Sometimes,0,1.622214,0,1.067817,1.0,Sometimes,Public_Transportation
443544,Female,17.580627,1.735461,51.598593,0,1,2.92711,3.0,Sometimes,0,1.979833,0,0.64235,1.0,Sometimes,Public_Transportation
367132,Female,40.0,1.65,73.0,1,1,3.0,3.0,Frequently,0,3.0,0,2.0,0.0,Sometimes,Automobile
547372,Female,18.335019,1.732951,128.763843,1,1,3.0,3.0,Sometimes,0,2.501638,0,1.699056,0.735201,Sometimes,Public_Transportation
311582,Female,26.0,1.641601,111.868169,1,1,3.0,3.0,Sometimes,0,2.623489,0,0.0,0.175694,Sometimes,Public_Transportation
351538,Male,26.199321,1.75,119.087557,1,1,2.145114,3.0,Sometimes,0,2.009796,0,0.863158,0.071317,Sometimes,Public_Transportation
472678,Male,28.404332,1.789992,113.234349,1,1,1.572036,3.0,Sometimes,0,2.038958,0,1.579431,0.00133,Sometimes,Automobile
894640,Female,26.0,1.638836,111.571076,1,1,3.0,3.0,Sometimes,0,2.511399,0,0.0,0.519905,Sometimes,Public_Transportation
122307,Male,22.837996,1.80733,106.038468,1,1,2.007845,2.434347,Sometimes,0,2.501638,0,0.545919,0.196084,0,Public_Transportation
954147,Male,25.139466,1.699793,113.089716,1,1,2.568063,3.0,Sometimes,0,2.173417,0,0.451078,1.08266,Sometimes,Public_Transportation
505747,Female,17.377131,1.60681,65.0,1,1,2.0,3.0,Sometimes,0,2.0,1,0.926592,1.612466,Sometimes,Public_Transportation
959645,Female,17.0,1.69,79.0,0,0,3.0,3.0,Sometimes,0,3.0,0,0.0,1.0,Sometimes,Walking
845579,Male,24.444846,1.716289,75.970712,1,1,2.0,3.0,Sometimes,0,2.074048,0,0.791929,0.444532,Sometimes,Public_Transportation
921912,Female,18.0,1.755938,51.216463,0,1,2.903545,3.0,Frequently,0,1.512035,0,0.0,1.48189,Sometimes,Public_Transportation
440646,Female,18.0,1.767335,55.523481,1,1,2.0,4.0,Sometimes,0,2.0,0,2.0,1.597608,0,Public_Transportation
127240,Female,20.0,1.7,50.0,1,1,3.0,4.0,Frequently,1,2.0,0,0.0,1.0,0,Public_Transportation
801922,Female,18.0,1.62,59.0,1,1,2.0,3.0,Sometimes,0,2.0,0,1.0,1.0,0,Public_Transportation
963852,Male,18.0,1.74,98.0,1,1,2.0,3.0,Frequently,0,1.0,0,0.0,1.0,Sometimes,Public_Transportation
975346,Male,27.931432,1.772449,119.484614,1,1,2.938616,3.0,Sometimes,0,2.835771,0,0.547515,0.366126,Sometimes,Automobile
487047,Male,19.0,1.65,80.0,1,0,3.0,3.0,Sometimes,0,2.0,0,1.0,2.0,0,Public_Transportation
376865,Female,21.0,1.54,42.0,0,1,2.0,1.0,Frequently,0,1.0,0,1.0,0.0,Sometimes,Public_Transportation
716090,Male,18.181821,1.942725,121.657979,1,1,3.0,2.279546,Sometimes,0,2.501808,0,1.0,0.0,Sometimes,Public_Transportation
942417,Male,29.633715,1.835545,129.349471,1,1,2.152264,3.0,Sometimes,0,2.155558,0,1.998047,0.233314,Sometimes,Automobile
984383,Male,22.429812,1.717288,75.0,1,1,2.0,3.0,Sometimes,0,2.069184,0,1.0,0.127443,Sometimes,Public_Transportation
937999,Male,18.0,1.716521,52.09432,1,1,1.874935,3.715148,Sometimes,0,2.0,0,0.0,1.836151,Sometimes,Public_Transportation
670047,Female,18.0,1.56,45.0,1,0,3.0,3.0,Always,0,2.0,1,1.0,0.0,Sometimes,Public_Transportation
171046,Male,25.540865,1.819296,115.025361,1,1,2.21965,3.0,Sometimes,0,2.0,0,0.0,1.58483,Sometimes,Public_Transportation
161765,Female,19.773303,1.532643,42.0,0,1,3.0,1.0,Frequently,0,1.0,0,0.0,0.0,Sometimes,Public_Transportation
767974,Male,23.572648,1.786532,97.971598,1,1,2.0,3.0,Sometimes,0,2.0,0,0.654316,0.169879,0,Public_Transportation
214080,Female,29.0,1.6,78.0,1,1,3.0,1.0,Sometimes,0,1.0,0,0.0,0.0,Sometimes,Automobile
356623,Male,30.71516,1.781952,102.523111,1,1,2.0,2.13229,Sometimes,0,1.0,0,1.926592,0.0,Sometimes,Public_Transportation
133273,Female,21.0,1.59,45.0,1,1,2.0,3.0,Sometimes,0,2.0,0,1.0,0.0,Sometimes,Public_Transportation
180912,Male,23.0,1.781251,80.0,1,1,2.0,1.418985,Sometimes,0,2.01051,0,0.654316,0.0,0,Automobile
390727,Male,26.0,1.7,105.0,1,1,3.0,3.0,Always,0,3.0,0,0.0,0.0,Sometimes,Public_Transportation
340605,Female,26.0,1.650125,111.9307,1,1,3.0,3.0,Sometimes,0,2.770732,0,0.0,0.064769,Sometimes,Public_Transportation
292474,Female,20.074449,1.752101,125.117633,1,1,3.0,3.0,Sometimes,0,1.204055,0,0.354541,0.862587,Sometimes,Public_Transportation
573764,Male,30.577944,1.673665,109.411622,1,1,2.533605,3.0,Sometimes,0,1.984323,0,0.525002,0.322307,0,Automobile
759770,Male,22.679935,1.694633,75.480764,1,1,2.0,3.0,Sometimes,0,2.0,0,0.0,0.166076,Sometimes,Public_Transportation
748113,Female,19.0,1.52,42.0,0,1,3.0,1.0,Sometimes,0,1.0,0,0.0,1.0,Sometimes,Public_Transportation
579540,Male,21.0,1.85,105.0,1,1,3.0,1.0,Sometimes,0,3.0,0,1.0,1.0,Sometimes,Public_Transportation
997243,Female,26.0,1.641849,111.950113,1,1,3.0,3.0,Sometimes,0,2.634342,0,0.0,0.248218,Sometimes,Public_Transportation
150964,Male,26.778684,1.77,115.347176,1,1,2.133964,3.0,Sometimes,0,2.144838,0,0.665439,1.0,Sometimes,Automobile
144346,Female,22.591439,1.73581,133.888629,1,1,3.0,3.0,Sometimes,0,2.625537,0,1.501754,0.836151,Sometimes,Public_Transportation
928736,Female,33.231083,1.564568,74.959747,1,1,2.826036,2.625475,Sometimes,0,1.074412,0,1.304291,0.0,Sometimes,Automobile
358183,Male,24.178638,1.741139,97.852446,1,1,2.0,3.0,Sometimes,0,3.0,0,1.0,0.0,0,Public_Transportation
959396,Male,19.0,1.72,82.0,1,1,2.0,4.0,Frequently,0,2.0,0,2.0,1.0,Sometimes,Public_Transportation
487391,Female,19.576682,1.818641,152.43563,1,1,3.0,3.0,Sometimes,0,2.397653,0,1.956278,0.926443,Sometimes,Public_Transportation
153358,Female,19.0,1.64,49.0,0,0,2.0,3.0,Sometimes,0,2.0,0,2.0,1.0,Sometimes,Public_Transportation
936237,Male,24.0,1.88,87.0,1,1,3.0,3.0,Sometimes,0,1.0,0,1.0,1.0,Frequently,Automobile
710012,Female,19.0,1.560029,45.0,0,1,3.0,3.0,Sometimes,0,1.0,0,1.492967,0.0,Sometimes,Public_Transportation
791756,Female,20.81158,1.748524,128.763843,1,1,3.0,3.0,Sometimes,0,1.484938,0,1.618512,0.968151,Sometimes,Public_Transportation
358348,Female,25.920738,1.738717,109.908779,1,1,3.0,3.0,Sometimes,0,2.617988,0,0.0,1.339232,Sometimes,Public_Transportation
511939,Female,26.0,1.624099,110.21734,1,1,3.0,3.0,Sometimes,0,2.553198,0,0.0,0.587932,Sometimes,Public_Transportation
809526,Female,26.0,1.630927,111.993054,1,1,3.0,3.0,Sometimes,0,2.737091,0,0.0,0.09776,Sometimes,Public_Transportation
765117,Male,26.004294,1.783901,105.036075,1,1,3.0,3.0,Sometimes,0,2.868132,0,0.827506,0.138314,Sometimes,Public_Transportation
389454,Female,19.741202,1.654875,82.528575,0,1,3.0,3.0,Sometimes,0,1.505381,0,0.282063,0.445495,Sometimes,Public_Transportation
380984,Female,21.20563,1.586952,43.534531,0,1,2.0,1.0,Frequently,0,1.77962,0,1.0,0.0,Sometimes,Public_Transportation
920190,Male,22.0,1.77,105.0,1,1,3.0,3.0,Sometimes,0,2.0,0,1.0,0.0,Sometimes,Public_Transportation
922959,Female,21.0,1.59,53.0,1,1,2.0,3.0,Frequently,0,2.0,0,2.0,1.0,0,Public_Transportation
323425,Male,33.0,1.72,83.0,1,1,2.0,3.0,Sometimes,0,1.0,0,1.0,1.0,0,Automobile
